"id","heading","images","description","reporter","town","city","reporter_id","featured","status","top_news","top_new_b1","top_new_b2","top_new_b3","created_at","updated_at"
"11","پراپرٹی ڈیلراینڈ بلڈرزایسوسی ایشن کی وفاقی وزیر چوہدری مونس الٰہی سے ملاقات","[""5cLhTIEb8e.jpg""]","گجرات(ارشد علی سے)پراپرٹی ڈیلراینڈ بلڈرز ایسوی ایشن سے وابستہ بزنس مینوں کے ایک بڑے وفد نے چیئرمین انجمن تاجران، چیئرمین پراپرٹی ڈیلراینڈ بلڈرزایسوسی ایشن شیخ افضال کی قیادت میں وفاقی وزیر آبی وسائل چوہدری مونس الٰہی سے کنجاہڑی ہاؤس میں ملاقات کی، اورسب رجسٹرار عارف انجم کے حوالے سے اپنے تحفظات کااظہار کیا وفد میں سو سے زائد پراپرٹی بزنس سے وابستہ گجرات شہرسے وابستہ ممتازبزنس مین اورڈیلرشامل تھے وفاقی وزیرچوہدری مونس الٰہی نے شیخ افضال اورانکے وفد کاپرتپاک استقبال کیا ان کے تحفظات سنے اور ہرممکن تعاون کا یقین دلایا وفاقی وزیر نے سب رجسٹرارکے حوالے سے کہاکہ گجرات کے بزنس مینوں کے تمام تحفظات بھی دورکیے جائیں گے اوران کے مسائل بھی حل ہونگے گجرات کے بزنس مینوں نے چوہدری مونس الٰہی پرمکمل اعتماد کااظہارکیا اوران کی تمام باتوں پر اطمینان کااظہارکیا۔مجموعی طور پربزنس مینوں کے وفد نے وفاقی وزیرکی یقین دہانیوں پر انتہائی اطمینان کااظہار کیا اس موقع پر مختلف امور پربھی تبادلہ خیالات کیاگیا۔وفد میں چوہدری نوازریحانیہ، سابق صدر ایسوسی ایشن راجہ سکندر،شکیل اسلم جنجوعہ، جنرل سیکرٹری وارث گجر،صوفی افضل، حکیم جواد الرحمن نظامی سیفی، سابق جنرل سیکرٹری چوہدری عمیرصفدروڑائچ، راجہ بلال، عبداللہ آصف شفیع، مہرالیاس علی پور، گوہرشہزاد ایڈووکیٹ، ڈوگرصاحب،شیخ حسن افضال، چوہدری اصغروڑائچ سمیت دیگرشامل تھے۔اس موقع پرکنجاہڑی ہاؤس میں بزنس مینوں کے اعزازمیں وفاقی وزیرنے استقبالیہ بھی دیا۔","Superadmin",NULL,"کھاریاں","3","0","1","0",NULL,NULL,NULL,"2022-01-10 15:36:47","2022-01-10 15:36:47"
"12","چوہدری مونس الٰہی سے ہونیوالی ملاقات انتہائی مفید رہی","[""DzopECAKuq.jpg""]","گجرات(ارشد علی سے)پراپرٹی ڈیلراینڈ بزنس ایسوسی ایشن اتفاق گروپ کے چیئرمین،چیئرمین مرکزی انجمن تاجران شیخ افضال نے کہاہے کہ وفاقی وزیرچوہدری مونس الٰہی سے ہونیوالی ملاقات انتہائی مفید رہی اورہمیں تمام ترتحفظات دورکرنے کا یقین دلایاگیاہے انشاء اللہ بزنس مینوں کے سب رجسٹرارکے حوالے سے تحفظات پر افہام وتفہیم ہوجائے گااورہم اپنے قائدین چوہدری برادران پرمکمل اعتماد کااظہارکرتے ہیں انہوں نے کہاکہ سب رجسٹرارعارف انجم کے حوالے سے مرکزی انجمن تاجران جاوید بٹ گروپ،افتخارشاکرگروپ نے ہمیں ہرممکن تعاون کایقین دلایا اورہماری حمایت کی جس پرانکے مشکورہیں،امید ہے کہ پراپرٹی بزنس سے وابستہ بزنس مینوں کے تحصیل انتظامیہ کے حوالے سے تحفظات اورخدشات دورہوجائیں گے۔انہوں نے کہاکہ چوہدری برادران بالخصوص وفاقی وزیرچوہدری مونس الٰہی نے ہمیشہ بزنس مینوں کی سرپرست کی اورانکے مسائل حل کرائے ہیں۔
٭٭٭","Superadmin",NULL,"کھاریاں","3","1","1","0",NULL,NULL,NULL,"2022-01-10 15:37:34","2022-01-10 15:37:34"
"13","سابق امیدوارصوبائی اسمبلی رضوان دلدارچوہدری کی پریس کلب قیادت کو مبارکباد","[""kFAFbhfJn0.jpg""]","گجرات(ارشد علی سے)ممتازبزنس مین الرازق بلڈرکے چیف ایگزیکٹو پیپلزپارٹی گجرات سٹی کے سابق صدر،سابق امیدوارصوبائی اسمبلی رضوان دلدارچوہدری،ٹریولزایسوسی ایشن کے سابق صدر حافظ احتشام دلدارچوہدری،بلجیم کے ممتازبزنس مین علی دلدارچوہدری اورذیشان دلدارچوہدری نے گجرات پریس کلب انتخابات میں صدر ملک شفقت اعوان،جنرل سیکرٹری سید نوید شاہ، نائب صدرراناشہزاد،سینئرنائب صدرعارف علی عارف، ودیگرعہدیداران قیصرملہی، شاہد رسول، عاطف ایوب بٹ، مرزا یونس،ڈاکٹرامجد مرزا،راجہ ریاض راسخ،خرم بٹ،سجاد نذیرودیگرکو بلامقابلہ منتخب ہونے پرمبارکباد دی اورنیک خواہشات کااظہارکیا انہوں نے کہاکہ گجرات پریس کلب کی نومنتخب ٹیم گجرات پریس کلب میں پریس کلب کے وقارمیں اضافہ کاباعث بنے گی اور قلم اورمائیک کے ذریعہ گجرات کے شہریوں کے مسائل اعلیٰ حکام تک پہنچائیں گے ہم گجرات پریس کلب کے عہدیداران وممبران کو دلدارفیملی کی جانب سے مکمل تعاون کی یقین دہانی کراتے ہیں انشاء اللہ پوری ٹیم بہترین کارکردگی کامظاہرہ کرے گی۔","Superadmin",NULL,"کھاریاں","3","0","1","0",NULL,NULL,NULL,"2022-01-10 15:39:58","2022-01-10 15:39:58"
"14","قرآن مجید کو سمجھ کر پڑھنا معمول بنا لیں زندگی میں انقلاب آجائے گا، عثمان افضل قادری","[""hCD9qcDGSK.JPG""]","گجرات: (پریس ریلیز) قرآن مجید کو سمجھ کر پڑھنا معمول بنا لیں زندگی میں انقلاب آجائے گا۔ لوگ مہنگائی کی وجہ سے سخت پریشان ہیں، حکمران اپنی ذمہ داریاں صحیح طریقہ سے ادا کریں، غربا کو ریلیف دینے کیلئے خصوصی اقدامات اٹھائے جائیں۔  قدرتی آفات سے محفوظ رہنے کیلئے اجتماعی سطح پر توبہ واستغار کا اہتمام کیا جائے۔ درود پاک کی کثرت باعث رحمت ہے درود پاک کو عام کیا جائے ہر عمر کے افراد اور حضرات وخواتین سب درود پاک کو معمول بنائیں۔ اسوہئ رسول صل اللہ علیہ وآلہ وصحبہ وسلم اختیار کرنے میں ہی نجات ہے۔ حقوق اللہ اور حقوق العباد دونوں کی ادائیگی ضروری ہے۔ ان خیالات کا اظہار ممتاز روحانی رہنماء پیر عثمان افضل قادری زیب سجادہ نیک آباد مراڑیاں شریف نے گوندل پورہ میں عظم اجتماع سے خطاب کرتے ہوئے کیا۔ اجتماع میں غلامان رسول نے بڑی تعداد میں شرکت کی۔ گوندل پورہ آمد پر پیر عثمان افضل قادری کا فقید المثال استقبال کیا گیا۔ لوگوں نے والہانہ محبت کا اظہار کرتے ہوئے پھول پتیاں نچھاور کیں جبکہ فضا نعروں سے گونجتی رہی۔","Superadmin",NULL,"جلالپور جٹاں","3","0","1","0",NULL,NULL,NULL,"2022-01-10 15:43:25","2022-01-10 15:43:25"
"15","الخدمت فاؤنڈیشن چوہدری انصردھول ایڈوکیٹ کی صدارت میں منعقد ہوا اجلاس",NULL,"گجرات(ارشد علی سے)الخدمت فاؤنڈیشن ضلع گجرات کے مساوات مائیکروفنانس سکیم بلاسودقرضہ کے تحت لون اپرول کمیٹی کااجلاس گزشتہ روزصدرالخدمت فاؤنڈیشن چوہدری انصردھول ایڈوکیٹ کی صدارت میں منعقد ہوا اجلاس میں جنرل سیکرٹری راجہ ساجدشریف، نائب صدر سیف السلام، اورقر ض حسنہ پروگرام کے کوارڈی نیٹرسعید اللہ نے شرکت کی اجلاس میں چودہ افراد کے لئے چارلاکھ روپے قرض حسنہ جاری کرنے کی منظوری دی گئی جوچند دنوں میں بذریعہ چیک فراہم کردیاجائے گا اس موقع پرانصردھول راجہ ساجد شریف نے کہاکہ الخدمت فاؤنڈیشن گجرات کاقرض حسنہ پروگرام چھوٹے کاروباری طبقے کے لئے اہم پروگرام ہے جس میں بلاسود قرض جات دیئے جاتے ہیں الحمد للہ جب سے یہ پروگرام شروع ہواہے اب تک دو کروڑ سے زائد قرض حسنہ جاری کیے جاچکے ہیں۔","Superadmin",NULL,"سراے عالمگیر","3","0","1","0",NULL,NULL,NULL,"2022-01-10 16:41:44","2022-01-10 16:41:44"
"16","پیپلز پارٹی کے سابق سٹی صدر رضوان دلدارکا سب رجسٹرار کی تعیناتی کا خیر مقدم",NULL,"گجرات(ارشد علی سے) پاکستان پیپلز پارٹی کے سابق سٹی صدر،ٹکٹ ہولڈرحلقہ پی پی31، چیف ایگزیکٹو الرازق بلڈر جلالپورجٹاں روڈ رضوان دلدارچوہدری اور چیف ایگزیکٹو الراعی بلڈرظہورالٰہی سٹیڈیم سابق صدرٹریولزایسوسی ایشن حافظ احتشام دلدارنے تحصیلدار سب رجسٹرار عارف انجم کی گجرات تعیناتی پر خیر مقدم کیاہے وہ گزشتہ روزتحصیل آفس گئے اور  انہوں نے پھولوں کاگلدستہ پیش کیا اور مبارکباد دی اور اپنی طرف سے ہر ممکن تعاون کی یقین دہانی کرائی۔ اس موقع پر عارف انجم نے رضوان دلدار چوہدری اور حافظ احتشام دلدار کا شکریہ ادا کیا۔ اس موقع پر جمیل شاہ بھی موجود تھے۔","Superadmin",NULL,"سراے عالمگیر","3","0","1","0",NULL,NULL,NULL,"2022-01-10 16:53:15","2022-01-10 16:53:15"
"17","عارف انجم کی گجرات میں دوبارہ تعیناتی افسوسناک ، پراپرٹی بزنس مین متفقہ طور پرسراپا احتجاج ہیں","[""8eFqTjtZWb.jpg""]","سرائے عالمگیر(راشد ملک سے)پراپرٹی ڈیلراینڈ بلڈرزایسوسی ایشن اتفاق گروپ کے چیئرمین ممتازبزنس مین چیئرمین انجمن تاجران گجرات شیخ افضال نے کہاہے کہ عارف انجم کی گجرات میں دوبارہ تعیناتی افسوسناک ہے جس پر پراپرٹی بزنس سے وابستہ تمام بزنس مین متفقہ طور پرسراپا احتجاج ہیں قائدین چوہدری برادران بزنس مینوں کے مطالبات پر سنجیدگی سے غورکریں اورفوری طور پر عارف انجم کوگجرات سے تبدیل کرایاجائے شیخ افضال نے کہاکہ ہمارا عارف انجم سے ذاتی تنازعہ نہیں ہم قائدین سے مطالبہ کرتے ہیں کہ عوام کوریلیف دینے والا فرض شناس آفیسر تحصیل گجرات میں تعینات کیاجائے انہوں نے کہاکہ آج پراپرٹی سے وابستہ بزنس مین لائحہ عمل طے کریں گے اور اگر ہمارے مطالبات نہ مانے گئے تو ہم ہرسطح پراحتجاج کریں گے جب تک عارف انجم گجرات تعینات ہیں ہمارا احتجاج ہرسطح پرجاری رہے گا۔","Superadmin",NULL,"سراے عالمگیر","3","0","1","0",NULL,NULL,NULL,"2022-01-10 16:57:24","2022-01-10 16:57:24"
"18","پرنٹڈ اشٹام پیپرزکا 74 سالہ نظام ختم۔، اآءی ٹی کے دور میں داخل",NULL,"پرنٹڈ اشٹام پیپرزکا 74 سالہ نظام ختم
آن لائن کوڈسسٹم بلیک اینڈوائٹ نظام لاگو
50 روپےوالےاشٹام پیپرختم اب جاری واستعمال نہ ہوسکیں گے
آن لائن کوڈسسٹم کے 1200 100٫200٫600٫روپےکے
4 مختلف پیپرزجاری ہوسکیں گے
1200 والےاشٹام پراپرٹی،معاہدوں،ایگریمنٹس کیلئے استعمال ہونگے
600 والےاشٹام مختارنامہ کیلئے
200 والےاشٹام ملٹی پرپزکیلئےاستعمال میں لایاجائیں گے
100 روپےوالےاشٹام پیپرز پانی،بجلی،سوئی گیس،ٹیلی فون،کنکشنوں کےبیان حلفی عدالتوں میں جمع کرائےجانیوالےبیان حلفی کیلئےاستعمال ہوسکیں گے
اس نظام کےتحت ہراشٹام فروش کولیپ ٹاپ،پرنٹراور
انٹرنیٹ لازمی رکھناہوگا
یہ اشٹام فروش کےاضافی اخراجات ہونگے
اس نئےسسٹم سےسرکارکوکلراورانتہائی مہنگےپیپرزپر
اشٹام کی چھپائی مہنگےکاغذکی خریداری کی مدمیں
سالانہ اربوں روپےکی بچت ہوگی
 اور
اشٹام پیپرکی سکیورٹی کی مدمیں تمام اخراجات بی بچیں گے اوریہ آفس مکمل ختم ہوجائیں گے","Superadmin","کوٹلہ",NULL,"3","0","1","0",NULL,NULL,NULL,"2022-01-10 17:43:23","2022-01-10 17:43:23"
"19","گجرات کی دھرتی انسانیت کی بے لوث خدمت کرنیوالوں سے بھری پڑی ہے","[""mvAtQNoZTB.jpeg""]","گجرات (نمائندہ ایکسپریس)گجرات کی دھرتی انسانیت کی بے لوث خدمت کرنیوالوں سے بھری پڑی ہے اپنی مدد آپکے تحت شروع کیے جانیوالے فلاح انسانیت کے منصوبوں پر بڑھ چڑھ کر حصہ لینے سے دلی مسرت ہوتی ہے ان خیالات کا اظہارناروے کے ممتاز کاروباری شخصیت ڈاکٹر چوہدری نو خیز بشیر احمد نے بزنس مین میاں محمد اعجاز آف جی ایف سی فین کی جانب سے کڈنی سنٹر گجرات دورہ اور عشائیہ تقاریب سے خطاب کرتے ہوئے کیا انہوں نے کہا کہ بطور نمائندہ کڈنی سنٹر ناروے میں بے سہارا غریب مستحق ڈائیلسز مریضوں کی آواز بنوں گا اوورسیز پاکستانیوں نے ہمیشہ ملکی تعمیر و ترقی میں کردار ادا کیا انشاء اللہ آئندہ بھی ہماری خدمات حاضر ہیں پاکستان میں ڈیم فنڈز کیلئے سابق چیف جسٹس ثاقب نثار کو35 لاکھ روپے دیئے جو کہاں صرف ہوئے معلوم نہیں مگر خوشی ہے کہ پاکستان کی تعمیر و ترقی کیلئے اپنے خون پسینے کی کمائی دی کڈنی سنٹر گجرات ڈائیلسز کے بے شمار غریب مریضوں کیلئے آکسیجن کا کام کر رہا ہے تمام ممبران بغیر کسی غرض و لالچ کے لاکھوں روپے فنڈز فراہمی کیساتھ عملی طور پر خدمات فراہم کر رہے ہیں اس موقع پر انہوں نے اپنی طرف سے پانچ لاکھ روپے نقد عطیہ اور ماہانہ ایک لاکھ روپے دینے کا اعلان کرتے ہوئے کہا کہ صدقہ جاریہ کے اس عظیم مشن میں ناروے میں مقیم پاکستانی کمیونٹی بھی دل کھول کر عطیات فراہم کرے گی انشاء اللہ ناروے میں اپنی تنظیم کے پلیٹ فارم پر کڈنی سنٹر گجرات کیلئے بھی کام کرینگے اور تنظیم سے منسلک افراد کو بھی کڈنی سنٹر بارے آگاہی دی جائے گی صدر کڈنی سنٹر گجرات میاں محمد اعجاز(جی ایف سی فین) نے کہا کہ کڈنی سنٹر مخیر حضرات کے عطیات پر چل رہا ہے الحمد اللہ روزانہ درجنوں مریض کڈنی سنٹر سے مستفید ہورہے ہیں اومریضوں کی خدمت کرنیوالے کارواں میں دن بدن اضافہ ہو رہا ہے مخیر حضرات، اوورسیز پاکستانی اپنے ضلع میں جاری ایسے پراجیکٹ کی آواز ہر فورم پر بلند کر کے اسکا بھر پور ساتھ دیں کڈنی سنٹر اخرجات 90لاکھ ہیں اگر مزید 15لاکھ ماہانہ مل جائیں تو ویٹنگ لسٹ ختم ہو سکتی ہے  جاوید بٹ نے کہا کہ خدمت انسانیت کے اس عظیم مشن کی آبیاری کر رہے ہیں جس پر تمام احباب کے مشکور ہیں تقریب میں سیکرٹری جمخانہ خرم بھٹی،ڈاکٹر عابد چوہدری، طارق بلال ملک، احمد حسن مٹو، رضوان دلدار چوہدری، چوہدری وحید الدین ٹانڈہ، امتیاز کوثر، طفیل میر، ناظم اعجاز، سجاد ریحانیہ، خادم علی خادم، طارق بلال ملک، مدثر اقبال، راجہ عرفان، داؤد شفیع،محمود اختر محموددیگر موجود تھے","Superadmin",NULL,"سراے عالمگیر","3","0","1","0",NULL,NULL,NULL,"2022-01-10 18:28:50","2022-01-10 18:28:50"
"20","ہاڑوں پر مسلسل بارشیں،","[""XdDgHKQN99.jpeg""]","گجرات (نمائندہ ایکسپریس)پہاڑوں پر مسلسل بارشیں، نالہ بھمبر پانی سے بھر گیا، چار، پانچ دن سے پہاڑی علاقوں میں مسلسل بارشوں سے ندی، نالے پانی سے بھر گئے، بارشی پانی اکٹھا ہو تے ہوئے نالہ بھمبر کے راستے گجرات میں داخل ہو گیا ہے جس سے نالہ بھمبر بارشی پانی سے بھر گیا ہے جس سے طغیانی کی سی حالت پیدا ہو سکتی ہے کیونکہ نالہ بھمبر میں لوگوں نے رہائشیں بنا رکھیں ہیں کسی بھی وقت اچانک زیادہ پانی آنے سے ہنگامی حالات پیدا ہو سکتے ہیں","Superadmin",NULL,"سراے عالمگیر","3","0","1","0",NULL,NULL,NULL,"2022-01-10 18:30:33","2022-01-10 18:30:33"
"21","چوری کی تین وارداتوں میں سامان چرا لیا گیا","[""2seilrOk8C.jpeg""]","گجرات (نمائندہ ایکسپریس)چوری کی تین وارداتوں میں سامان چرا لیا گیا تفصیلات کے مطابق چھپراں محلہ کے رہائشی محمد اختر کے ہوٹل کا شٹر تور کر نا معلوم چور ہوٹل سے گیس سلنڈر ایک پیکٹ  چائے کی پتی پانچ درجن کیک اور چھ کلو دودھ کی ملائی چوری کر کے لے گئے تھانہ سٹی سرائے عالمگیر نے مقدمہ درج کر لیا جلالپورجٹاں میں رکشہ ڈرائیورمحسن رضا کے گھر کے تالے توڑ کر نا معلوم چور طلائی زیورات نقدی واشنگ مشین و سائیکل ٹی وی وغیرہ چوری کر کے لے گئے جبکہ جسوکی کے رہائشی محمد عرفان کا قیمتی انجیکٹر پمپ نا معلوم چور چوری کر کے لے گئے پولیس تھانہ رحمانیہ اور کنجاہ نے الگ الگ مقدمات درج کر لئے","Superadmin",NULL,"ڈنگہ","3","0","1","0",NULL,NULL,NULL,"2022-01-10 18:33:35","2022-01-10 18:33:35"
"22","پولیس نے ہوائی فارئنگ اسلحہ کی نمائش کرنےپر ملزم","[""ksMEjOGjYV.jpeg""]","گجرات (نمائندہ ایکسپریس)تھانہ تانڈہ پولیس نے ہوائی فارئنگ اسلحہ کی نمائش کرنے والے ملزمان اور نگزیب اور محمد کاشف ساکنائے ماڑی کھوکھراں کو گرفتار کر کے ان سے تیس بورپسٹل اور 7ایم ایم رائفل بر آمد کر لی اور مقدمہ درج کر لیا","Superadmin",NULL,"کنجاہ","3","0","1","0",NULL,NULL,NULL,"2022-01-10 18:45:05","2022-01-10 18:45:05"
"23","موٹر سائیکل کنجاہ کے قریب سے چوری ہو گئی",NULL,"گجرات(نمائندہ ایکسپریس)ہریاوالہ کے رہائشی سجاد احمد کی موٹر سائیکل کنجاہ کے قریب سے چوری ہو گئی امین آباد کے رہائشی رضا کی موٹر سائیکل نا معلوم چور چوری کر کے لے گئے پولیس تھانہ کنجاہ اور شاہین نے مقدمات درج کر ئے","Superadmin",NULL,"کنجاہ","3","0","1","0",NULL,NULL,NULL,"2022-01-10 18:51:18","2022-01-10 18:51:18"
"24","سروس موڑ فلائی اوور کی تعمیر کیلئے ٹینڈرز کا عمل اسی ماہ مکمل ہوگا،","[""kedIagzvJZ.jpg""]","گجرات(نمائندہ ایکسپریس) حکومت پنجاب کی ہدایات کے مطابق ہائی ویز ڈیپارٹمنٹ کے زیر اہتمام اربوں روپے لاگت سے جاری،میگا پراجیکٹس کی بروقت تکمیل یقینی بنائی جائے گی، سروس موڑ فلائی اوور کی تعمیر کیلئے ٹینڈرز کا عمل اسی ماہ مکمل ہوگا، ان خیالات کا اظہار ڈپٹی کمشنر ڈاکٹر خرم شہزاد نے ترقیاتی منصوبوں پر جاری کام کے معائنہ کے موقع پر کیا، ڈپٹی ڈائریکٹر ڈویلپمنٹ جہانگیر بٹ، ایکسین ہائی ویز مہر عظمت حیات و دیگر افسران بھی ہمراہ تھے۔ ڈپٹی کمشنر ڈاکٹر خرم شہزاد نے بتایا کہ حکومت پنجاب کے سالانہ ترقیاتی پروگرام میں شامل سروس موڑ فلائی اوور کی تعمیر پر 1.1ارب روپے خرچ ہوں گے، منصوبہ کا ڈیزائن فائنل کر لیا گیا ہے اور ٹینڈرز طلب کر لئے گئے ہیں جو اسی ماہ کھلیں گے۔ انہوں نے بتایا کہ اسی منصوبے کے دوسرے حصے کے تحت انڈسٹریل ایریا لنک روڈ کی تعمیر کا کام تیزی سے جاری ہے۔ ڈپٹی کمشنر نے کہا کہ اولڈ جی ٹی روڈ کی تعمیر کا کام بھی تیزی سے جاری ہے، ایک ارب روپے لاگت کے اس منصوبے کو دو حصوں میں تقسیم کیا گیا ہے۔ انہوں نے ہدایت کی کہ جی ٹی روڈ کٹھالہ تا جی ٹی ایس چوک اور جی ٹی ایس چوک تا نیشنل فرنیچرز منصوبے کی تعمیر کے دوران گرین بیلٹس، میڈینز، سٹریٹ لائٹس پر خصوصی توجہ دی جائے۔ انہوں نے کہا کہ وفاقی حکومت کی فنڈنگ سے 7.7ارب روپے لاگت سے سماں بائیپاس روڈ و فلائی اوور منصوبہ  کو چھ گروپوں میں تعمیر کیا جائے گا، سڑک کی تعمیر کیلئے دونوں گروپوں پر کام تیزی سے جاری ہے، اپر جہلم کینال، بھمبر نالہ پر پلوں کی تعمیر بھی جاری ہے جبکہ سماں کے قریب انٹرچینج اور سرگودھا روڈ فلائی اوور کے ڈیزائن کی تیاری کا عمل جاری ہے۔ ڈپٹی کمشنر نے بتایا کہ ایک ارب چالیس کروڑ روپے لاگت سے شادیوال تا چک گلاں روڈ کی تعمیر کا کام تیزی سے جاری ہے، منصوبہ کی تکمیل سے علاقہ میں مواصلات کا نظام بہتر بنانے میں مدد ملے گی اور تعمیر و ترقی کا نیا دور شروع ہوگا۔ انہوں نے ہدایت کی کہ پراجیکٹس پر کام کی کوالٹی ہر صورت یقینی بنائی جائے، پراجیکٹس کی بروقت تکمیل کیلئے تمام وسائل بروئے کار لائے جائیں۔ قبل ازیں ڈپٹی کمشنر ڈاکٹر خرم شہزاد نے جیل چوک، پرنس چوک اور دیگر علاقوں کا دورہ کیا اور چیف آفیسر میونسپل کارپوریشن کو ہدایت کی کہ جن علاقوں میں تاحال بارش کا پانی موجود ہے وہاں ڈی واٹرنگ سیٹ لگائے جائیں، رحمان شہید روڈ کیساتھ ڈرین اور سیوریج نالہ شاہ حسین کی فوری ڈی سلٹنگ بھی کرائی جائے۔","Superadmin",NULL,"ڈنگہ","3","0","1","0",NULL,NULL,NULL,"2022-01-10 19:04:42","2022-01-10 19:04:42"
"25","حکمہ وائلڈلائف کی نااہلی، پالتو  شیر کا بچے پر حملہ","[""P2KBaxohz1.jpeg""]","گجرات(نمائندہ ایکسپریس) محکمہ وائلڈلائف کی نااہلی، پالتو  شیر کا بچے پر حملہ،11 سالہ بچہ شیر کو دیکھنے ڈیرے پر گیا،شیر نے بازو سے پکڑ لیا، بچہ شدیدزخمی حالت میں ہسپتال منتقل تفصیل کے مطابق تھانہ رحمانیہ کے علاقے عادووال میں 11 سالہ احسان نامی بچہ ہمسائے کے ڈیر ے پر شیر کو دیکھنے گیا جس پرپنجرے میں بند بھوکے شیر نے بچے پرحملہ کرتے ہوئے بازو پکڑلیا،بچے کے شور کرنے پر ہمسائے نے بچے کو شیرکے پنجرے سے چھڑایابچے کو شدید زخمی حالت میں ڈسٹرکٹ ہیڈ کوارٹر عزیز بھٹی شہید ہسپتال منتقل کردیاگیا  ہیتاہم ڈاکٹرز کا کہنا ہے  شیر کے حملے سے بچے کے بازو پرشیدید چوٹ آئی ہے جس سے بچے کی ہڈی واضع نظر آنے لگ گئی ہے جانب ڈی پی او گجرات عمر سلامت نے واقعہ کانوٹس لیتے ہوئے ڈیرے مالک یاسر عرفات سکنہ شادمان کیخلاف کارروائی کا حکم دے دیاجس کے بعد پولیس نے اسکے ملازم فیض کو حراست میں لے لیا تاہم شہریوں کا کہنا وائلڈ لائف کی نااہلی کی وجہ سے واقعہ پیش آیا ہے بااثر افرادکو رہائشی ایریا میں شیر کو رکھنے کی اجازت کس نے دی دوسری جانب ڈاکٹر کے مطابق 11سالہ بچے کی کی حالت خطرے سے باہرہے جسے ابتدائی طبی امداد دے دی گئی ہے لیکن دائیں بازو کی سرجری کا فیصلہ بورڈ کے مشاورت سے بعد میں کیا جائے گا۔","Superadmin",NULL,"ڈنگہ","3","0","1","0",NULL,NULL,NULL,"2022-01-10 19:06:29","2022-01-10 19:06:29"
"26","یکسائز آفس گجرات کا کمپیوٹر سسٹم خراب ہو گیا ہے","[""CPiN1gUjHh.jpeg""]","گجرات(نمائندہ ایکسپریس)ایکسائز آفس گجرات کا کمپیوٹر سسٹم خراب ہو گیا ہے جس کے بعد کام ٹھپ ہو کر رہ گیا ہے ذرائع نے بتایا ہے کہ سائٹ کو ایڈ یٹ کیا جا رہا ہے جس کی وجہ سے دفتر میں کوئی کام نہیں ہو رہا کو پی ٹی ون ٹیکس چالان، این او سی سمیت کوئی بھی فارم نہیں مل رہا ہے شہریوں نے ای ٹی او، کمشنر گوجرانوالہ اور سیکرٹری ایکسائز سے فوری نوٹس لینے کا مطالبہ کیا ہے","Superadmin",NULL,"کھاریاں","3","0","1","0",NULL,NULL,NULL,"2022-01-10 19:12:07","2022-01-10 19:12:07"
"27","کمپوٹڑ سسٹم خراب ہونے سے لوگ خوار ہوگءے","[""2BuwDKsBJI.png""]","گجرات(نمائندہ ایکسپریس)ایکسائز آفس گجرات کا کمپیوٹر سسٹم خراب ہو گیا ہے جس کے بعد کام ٹھپ ہو کر رہ گیا ہے ذرائع نے بتایا ہے کہ سائٹ کو ایڈ یٹ کیا جا رہا ہے جس کی وجہ سے دفتر میں کوئی کام نہیں ہو رہا کو پی ٹی ون ٹیکس چالان، این او سی سمیت کوئی بھی فارم نہیں مل رہا ہے شہریوں نے ای ٹی او، کمشنر گوجرانوالہ اور سیکرٹری ایکسائز سے فوری نوٹس لینے کا مطالبہ کیا ہے","Superadmin",NULL,"کنجاہ","3","0","1","0",NULL,NULL,NULL,"2022-01-10 19:16:43","2022-01-10 19:16:43"
